IGBP iq    i     j    rlong      rlat  iveg frac-c4
  7032    24   147     88.61     49.51   7  0.00
  7033    25   147     91.39     49.51  10  0.00
  7034    26   147     94.18     49.44  10  0.00
  7035    27   147     96.94     49.30  10  0.00
  7036    28   147     99.67     49.10  10  0.00
  7037    29   147    102.36     48.83  10  0.00
  7038    30   147    105.00     48.49  10  0.00
  7039    31   147    107.58     48.10  10  0.00
  7040    32   147    110.08     47.65  10  0.00
  7041    33   147    112.51     47.15  10  0.00
  7042    34   147    114.85     46.60  10  0.00
  7043    35   147    117.10     46.01  10  0.00
  7044    36   147    119.26     45.39  10  0.00
  7045    37   147    121.32     44.73  12  0.00
  7046    38   147    123.28     44.04  12  0.00
  7047    39   147    125.14     43.34  12  0.00
  7048    40   147    126.89     42.61   5  0.00
  7049    41   147    128.54     41.88   5  0.00
  7050    42   147    130.07     41.13   0  0.00
  7051    43   147    131.49     40.38   0  0.00
  7052    44   147    132.79     39.62   0  0.00
  7053    45   147    133.96     38.87   0  0.00
  7054    46   147    135.00     38.11   0  0.00
  7055    47   147    135.89     37.35   0  0.00
  7056    48   147    136.62     36.56   5  0.00
  7057     1   148     42.30     37.10  12  0.30
  7058     2   148     43.06     38.00  10  0.00
  7059     3   148     43.96     38.87  10  0.00
  7060     4   148     45.00     39.72  10  0.00
  7061     5   148     46.17     40.57  12  0.00
  7062     6   148     47.46     41.40  12  0.00
  7063     7   148     48.88     42.23   0  0.00
  7064     8   148     50.41     43.05   0  0.00
  7065     9   148     52.06     43.85  16  0.00
  7066    10   148     53.82     44.64  16  0.00
  7067    11   148     55.70     45.41  16  0.00
  7068    12   148     57.68     46.15  10  0.00
  7069    13   148     59.78     46.86  10  0.00
  7070    14   148     61.98     47.54  10  0.00
  7071    15   148     64.28     48.17  10  0.00
  7072    16   148     66.68     48.76  10  0.00
  7073    17   148     69.17     49.31  10  0.00
  7074    18   148     71.75     49.79  10  0.00
  7075    19   148     74.42     50.22  10  0.00
  7076    20   148     77.15     50.58  10  0.00
  7077    21   148     79.94     50.87  10  0.00
  7078    22   148     82.78     51.10  12  0.00
  7079    23   148     85.65     51.25   5  0.00
  7080    24   148     88.55     51.32   7  0.00
  7081    25   148     91.45     51.32  10  0.00
  7082    26   148     94.35     51.25  10  0.00
  7083    27   148     97.22     51.10   7  0.00
  7084    28   148    100.06     50.87   7  0.00
  7085    29   148    102.85     50.58   5  0.00
  7086    30   148    105.58     50.22  10  0.00
  7087    31   148    108.25     49.79   5  0.00
  7088    32   148    110.83     49.31  10  0.00
  7089    33   148    113.32     48.76  10  0.00
  7090    34   148    115.72     48.17  10  0.00
  7091    35   148    118.02     47.54  10  0.00
  7092    36   148    120.22     46.86  10  0.00
  7093    37   148    122.32     46.15  10  0.00
  7094    38   148    124.30     45.41  12  0.00
  7095    39   148    126.18     44.64  12  0.00
  7096    40   148    127.94     43.85   5  0.00
  7097    41   148    129.59     43.05   5  0.00
  7098    42   148    131.12     42.23   0  0.00
  7099    43   148    132.54     41.40   0  0.00
  7100    44   148    133.83     40.57   0  0.00
  7101    45   148    135.00     39.72   0  0.00
  7102    46   148    136.04     38.87   0  0.00
  7103    47   148    136.94     38.00   0  0.00
  7104    48   148    137.70     37.10   0  0.00
  7105     1   149     41.08     37.67  12  0.30
  7106     2   149     41.87     38.66  10  0.00
  7107     3   149     42.79     39.62  10  0.00
  7108     4   149     43.83     40.57  12  0.00
  7109     5   149     45.00     41.50  12  0.00
  7110     6   149     46.29     42.41  12  0.00
  7111     7   149     47.71     43.31   0  0.00
  7112     8   149     49.24     44.20   0  0.00
  7113     9   149     50.90     45.07   0  0.00
  7114    10   149     52.67     45.93   0  0.00
  7115    11   149     54.57     46.76  10  0.00
  7116    12   149     56.58     47.56  10  0.00
  7117    13   149     58.71     48.32  10  0.00
  7118    14   149     60.95     49.05  10  0.00
  7119    15   149     63.31     49.74  10  0.00
  7120    16   149     65.77     50.37  10  0.00
  7121    17   149     68.34     50.96  10  0.00
  7122    18   149     71.01     51.48  12  0.00
  7123    19   149     73.76     51.94  10  0.00
  7124    20   149     76.60     52.33  12  0.00
  7125    21   149     79.50     52.65  12  0.00
  7126    22   149     82.46     52.89  12  0.00
  7127    23   149     85.46     53.06  12  0.00
  7128    24   149     88.48     53.14   5  0.00
  7129    25   149     91.52     53.14  12  0.00
  7130    26   149     94.54     53.06   5  0.00
  7131    27   149     97.54     52.89   7  0.00
  7132    28   149    100.50     52.65   7  0.00
  7133    29   149    103.40     52.33   5  0.00
  7134    30   149    106.24     51.94   5  0.00
  7135    31   149    108.99     51.48   5  0.00
  7136    32   149    111.66     50.96   5  0.00
  7137    33   149    114.23     50.37  10  0.00
  7138    34   149    116.69     49.74  10  0.00
  7139    35   149    119.05     49.05  10  0.00
  7140    36   149    121.29     48.32   5  0.00
  7141    37   149    123.42     47.56  12  0.00
  7142    38   149    125.43     46.76  12  0.00
  7143    39   149    127.33     45.93  12  0.00
  7144    40   149    129.10     45.07  12  0.00
  7145    41   149    130.76     44.20   5  0.00
  7146    42   149    132.29     43.31   5  0.00
  7147    43   149    133.71     42.41   0  0.00
  7148    44   149    135.00     41.50   0  0.00
  7149    45   149    136.17     40.57   0  0.00
  7150    46   149    137.21     39.62   0  0.00
  7151    47   149    138.13     38.66   0  0.00
  7152    48   149    138.92     37.67   5  0.00
  7153     1   150     39.75     38.25  12  0.30
  7154     2   150     40.56     39.33  10  0.00
  7155     3   150     41.49     40.38  10  0.00
  7156     4   150     42.54     41.40  12  0.00
  7157     5   150     43.71     42.41   5  0.00
  7158     6   150     45.00     43.40  12  0.00
  7159     7   150     46.42     44.38   0  0.00
  7160     8   150     47.95     45.34   0  0.00
  7161     9   150     49.62     46.28   0  0.00
  7162    10   150     51.40     47.19   0  0.00
  7163    11   150     53.32     48.08  10  0.00
  7164    12   150     55.36     48.94  10  0.00
  7165    13   150     57.52     49.77  10  0.00
  7166    14   150     59.81     50.55  10  0.00
  7167    15   150     62.22     51.29  10  0.00
  7168    16   150     64.76     51.98  10  0.00
  7169    17   150     67.41     52.61  12  0.00
  7170    18   150     70.17     53.17  12  0.00
  7171    19   150     73.03     53.67  12  0.00
  7172    20   150     75.98     54.09  12  0.00
  7173    21   150     79.01     54.43  12  0.00
  7174    22   150     82.10     54.69  12  0.00
  7175    23   150     85.24     54.87  12  0.00
  7176    24   150     88.41     54.96   5  0.00
  7177    25   150     91.59     54.96  12  0.00
  7178    26   150     94.76     54.87   5  0.00
  7179    27   150     97.90     54.69   5  0.00
  7180    28   150    100.99     54.43   5  0.00
  7181    29   150    104.02     54.09   5  0.00
  7182    30   150    106.97     53.67   5  0.00
  7183    31   150    109.83     53.17   8  0.00
  7184    32   150    112.59     52.61   5  0.00
  7185    33   150    115.24     51.98  10  0.00
  7186    34   150    117.78     51.29   5  0.00
  7187    35   150    120.19     50.55  12  0.00
  7188    36   150    122.48     49.77   5  0.00
  7189    37   150    124.64     48.94  12  0.00
  7190    38   150    126.68     48.08  12  0.00
  7191    39   150    128.60     47.19   5  0.00
  7192    40   150    130.38     46.28  12  0.00
  7193    41   150    132.05     45.34  12  0.00
  7194    42   150    133.59     44.38   5  0.00
  7195    43   150    135.00     43.40   0  0.00
  7196    44   150    136.29     42.41   0  0.00
  7197    45   150    137.46     41.40   0  0.00
  7198    46   150    138.51     40.38   0  0.00
  7199    47   150    139.44     39.33   0  0.00
  7200    48   150    140.25     38.25   5  0.00
  7201     1   151     38.30     38.85  10  0.00
  7202     2   151     39.13     40.00  10  0.00
  7203     3   151     40.07     41.13   0  0.00
  7204     4   151     41.12     42.23   0  0.00
  7205     5   151     42.29     43.31  12  0.00
  7206     6   151     43.58     44.38  12  0.00
  7207     7   151     45.00     45.42  10  0.00
  7208     8   151     46.54     46.45  10  0.00
  7209     9   151     48.21     47.46  10  0.00
  7210    10   151     50.01     48.44  10  0.00
  7211    11   151     51.94     49.39  10  0.00
  7212    12   151     54.01     50.32  10  0.00
  7213    13   151     56.21     51.20  12  0.00
  7214    14   151     58.55     52.04  12  0.00
  7215    15   151     61.02     52.83  12  0.00
  7216    16   151     63.63     53.57  12  0.00
  7217    17   151     66.37     54.25  12  0.00
  7218    18   151     69.23     54.85  12  0.00
  7219    19   151     72.21     55.39  12  0.00
  7220    20   151     75.29     55.85  12  0.00
  7221    21   151     78.46     56.22  12  0.00
  7222    22   151     81.70     56.50   5  0.00
  7223    23   151     85.00     56.69   5  0.00
  7224    24   151     88.33     56.79   5  0.00
  7225    25   151     91.67     56.79   5  0.00
  7226    26   151     95.00     56.69   5  0.00
  7227    27   151     98.30     56.50   5  0.00
  7228    28   151    101.54     56.22   5  0.00
  7229    29   151    104.71     55.85   5  0.00
  7230    30   151    107.79     55.39   1  0.00
  7231    31   151    110.77     54.85   7  0.00
  7232    32   151    113.63     54.25   3  0.00
  7233    33   151    116.37     53.57   5  0.00
  7234    34   151    118.98     52.83   5  0.00
  7235    35   151    121.45     52.04   5  0.00
  7236    36   151    123.79     51.20   5  0.00
  7237    37   151    125.99     50.32  12  0.00
  7238    38   151    128.06     49.39  12  0.00
  7239    39   151    129.99     48.44   5  0.00
  7240    40   151    131.79     47.46  12  0.00
  7241    41   151    133.46     46.45  12  0.00
  7242    42   151    135.00     45.42   5  0.00
  7243    43   151    136.41     44.38   0  0.00
  7244    44   151    137.71     43.31   0  0.00
  7245    45   151    138.88     42.23   0  0.00
  7246    46   151    139.93     41.13   0  0.00
  7247    47   151    140.87     40.00   5  0.00
  7248    48   151    141.70     38.85   0  0.00
  7249     1   152     36.75     39.46  10  0.00
  7250     2   152     37.59     40.68  12  0.00
  7251     3   152     38.53     41.88   0  0.00
  7252     4   152     39.59     43.05   0  0.00
  7253     5   152     40.76     44.20  12  0.00
  7254     6   152     42.05     45.34  12  0.00
  7255     7   152     43.46     46.45  12  0.00
  7256     8   152     45.00     47.55  10  0.00
  7257     9   152     46.67     48.62  10  0.00
  7258    10   152     48.48     49.67  10  0.00
  7259    11   152     50.43     50.69  12  0.00
  7260    12   152     52.52     51.67  12  0.00
  7261    13   152     54.76     52.61  12  0.00
  7262    14   152     57.15     53.51   5  0.00
  7263    15   152     59.68     54.36  12  0.00
  7264    16   152     62.37     55.15  12  0.00
  7265    17   152     65.20     55.88  12  0.00
  7266    18   152     68.17     56.53  12  0.00
  7267    19   152     71.28     57.11   5  0.00
  7268    20   152     74.50     57.60   5  0.00
  7269    21   152     77.83     58.00   5  0.00
  7270    22   152     81.24     58.31   5  0.00
  7271    23   152     84.72     58.52   5  0.00
  7272    24   152     88.24     58.62   5  0.00
  7273    25   152     91.76     58.62   5  0.00
  7274    26   152     95.28     58.52   5  0.00
  7275    27   152     98.76     58.31   5  0.00
  7276    28   152    102.17     58.00   5  0.00
  7277    29   152    105.50     57.60   5  0.00
  7278    30   152    108.72     57.11   5  0.00
  7279    31   152    111.83     56.53   7  0.00
  7280    32   152    114.80     55.88   7  0.00
  7281    33   152    117.63     55.15   7  0.00
  7282    34   152    120.32     54.36   3  0.00
  7283    35   152    122.85     53.51   5  0.00
  7284    36   152    125.24     52.61   5  0.00
  7285    37   152    127.48     51.67   7  0.00
  7286    38   152    129.57     50.69  12  0.00
  7287    39   152    131.52     49.67   5  0.00
  7288    40   152    133.33     48.62  12  0.00
  7289    41   152    135.00     47.55   5  0.00
  7290    42   152    136.54     46.45   5  0.00
  7291    43   152    137.95     45.34   0  0.00
  7292    44   152    139.24     44.20   0  0.00
  7293    45   152    140.41     43.05   0  0.00
  7294    46   152    141.46     41.88   0  0.00
  7295    47   152    142.41     40.68   0  0.00
  7296    48   152    143.25     39.46   0  0.00
  7297     1   153     35.11     40.07  12  0.00
  7298     2   153     35.95     41.35  12  0.00
  7299     3   153     36.89     42.61   0  0.00
  7300     4   153     37.94     43.85   0  0.00
  7301     5   153     39.10     45.07  12  0.00
  7302     6   153     40.38     46.28  12  0.00
  7303     7   153     41.79     47.46  12  0.00
  7304     8   153     43.33     48.62  12  0.00
  7305     9   153     45.00     49.76  12  0.00
  7306    10   153     46.81     50.87  12  0.00
  7307    11   153     48.78     51.95  12  0.00
  7308    12   153     50.89     53.00  12  0.00
  7309    13   153     53.16     54.01  12  0.00
  7310    14   153     55.60     54.97  12  0.00
  7311    15   153     58.20     55.88   5  0.00
  7312    16   153     60.96     56.72   5  0.00
  7313    17   153     63.90     57.50   5  0.00
  7314    18   153     66.99     58.21   5  0.00
  7315    19   153     70.23     58.83   5  0.00
  7316    20   153     73.61     59.36   1  0.00
  7317    21   153     77.11     59.79   1  0.00
  7318    22   153     80.72     60.12   1  0.00
  7319    23   153     84.40     60.35   1  0.00
  7320    24   153     88.13     60.46   1  0.00
  7321    25   153     91.87     60.46   1  0.00
  7322    26   153     95.60     60.35   1  0.00
  7323    27   153     99.28     60.12   1  0.00
  7324    28   153    102.89     59.79   1  0.00
  7325    29   153    106.39     59.36   5  0.00
  7326    30   153    109.77     58.83   5  0.00
  7327    31   153    113.01     58.21   7  0.00
  7328    32   153    116.11     57.50   7  0.00
  7329    33   153    119.04     56.72   7  0.00
  7330    34   153    121.80     55.88   3  0.00
  7331    35   153    124.40     54.97   3  0.00
  7332    36   153    126.84     54.01   5  0.00
  7333    37   153    129.11     53.00   5  0.00
  7334    38   153    131.22     51.95   5  0.00
  7335    39   153    133.18     50.87   5  0.00
  7336    40   153    135.00     49.76   5  0.00
  7337    41   153    136.67     48.62   5  0.00
  7338    42   153    138.21     47.46   5  0.00
  7339    43   153    139.62     46.28   0  0.00
  7340    44   153    140.90     45.07   0  0.00
  7341    45   153    142.06     43.85   5  0.00
  7342    46   153    143.11     42.61   5  0.00
  7343    47   153    144.05     41.35   0  0.00
  7344    48   153    144.89     40.07   0  0.00
  7345     1   154     33.37     40.67  12  0.00
  7346     2   154     34.20     42.01   0  0.00
  7347     3   154     35.14     43.34   0  0.00
  7348     4   154     36.18     44.64   0  0.00
  7349     5   154     37.33     45.93   0  0.00
  7350     6   154     38.60     47.19  12  0.00
  7351     7   154     39.99     48.44  12  0.00
  7352     8   154     41.52     49.67  12  0.00
  7353     9   154     43.19     50.87  12  0.00
  7354    10   154     45.00     52.05  12  0.00
  7355    11   154     46.97     53.19  12  0.00
  7356    12   154     49.10     54.31  12  0.00
  7357    13   154     51.40     55.38  12  0.00
  7358    14   154     53.88     56.40  12  0.00
  7359    15   154     56.55     57.37   5  0.00
  7360    16   154     59.39     58.28   5  0.00
  7361    17   154     62.43     59.11   5  0.00
  7362    18   154     65.64     59.87   5  0.00
  7363    19   154     69.04     60.54   7  0.00
  7364    20   154     72.60     61.11   7  0.00
  7365    21   154     76.30     61.58   7  0.00
  7366    22   154     80.12     61.94   8  0.00
  7367    23   154     84.04     62.19   1  0.00
  7368    24   154     88.00     62.31   1  0.00
  7369    25   154     92.00     62.31   1  0.00
  7370    26   154     95.96     62.19   8  0.00
  7371    27   154     99.88     61.94   3  0.00
  7372    28   154    103.70     61.58   3  0.00
  7373    29   154    107.40     61.11   3  0.00
  7374    30   154    110.96     60.54   3  0.00
  7375    31   154    114.36     59.87   7  0.00
  7376    32   154    117.57     59.11   7  0.00
  7377    33   154    120.61     58.28   7  0.00
  7378    34   154    123.45     57.37   7  0.00
  7379    35   154    126.12     56.40   7  0.00
  7380    36   154    128.60     55.38   3  0.00
  7381    37   154    130.90     54.31   5  0.00
  7382    38   154    133.03     53.19   5  0.00
  7383    39   154    135.00     52.05   5  0.00
  7384    40   154    136.82     50.87   5  0.00
  7385    41   154    138.48     49.67   5  0.00
  7386    42   154    140.01     48.44   0  0.00
  7387    43   154    141.40     47.19   0  0.00
  7388    44   154    142.67     45.93   0  0.00
  7389    45   154    143.82     44.64   0  0.00
  7390    46   154    144.86     43.34   0  0.00
  7391    47   154    145.80     42.01   0  0.00
  7392    48   154    146.63     40.67   0  0.00
  7393     1   155     31.54     41.26   5  0.00
  7394     2   155     32.36     42.66   0  0.00
  7395     3   155     33.28     44.04   0  0.00
  7396     4   155     34.30     45.41  12  0.00
  7397     5   155     35.43     46.76  12  0.00
  7398     6   155     36.68     48.08  12  0.00
  7399     7   155     38.06     49.39  12  0.00
  7400     8   155     39.57     50.69  12  0.00
  7401     9   155     41.22     51.95  12  0.00
  7402    10   155     43.03     53.19  12  0.00
  7403    11   155     45.00     54.41  12  0.00
  7404    12   155     47.14     55.58  12  0.00
  7405    13   155     49.47     56.72  12  0.00
  7406    14   155     51.99     57.81   5  0.00
  7407    15   155     54.71     58.84   5  0.00
  7408    16   155     57.63     59.81   1  0.00
  7409    17   155     60.78     60.71   1  0.00
  7410    18   155     64.13     61.53   1  0.00
  7411    19   155     67.68     62.25   1  0.00
  7412    20   155     71.43     62.87   7  0.00
  7413    21   155     75.36     63.38   7  0.00
  7414    22   155     79.43     63.77   7  0.00
  7415    23   155     83.61     64.03   7  0.00
  7416    24   155     87.86     64.17   7  0.00
  7417    25   155     92.14     64.17   7  0.00
  7418    26   155     96.39     64.03   7  0.00
  7419    27   155    100.57     63.77   7  0.00
  7420    28   155    104.64     63.38   3  0.00
  7421    29   155    108.57     62.87   7  0.00
  7422    30   155    112.32     62.25   3  0.00
  7423    31   155    115.87     61.53   3  0.00
  7424    32   155    119.22     60.71   3  0.00
  7425    33   155    122.36     59.81   3  0.00
  7426    34   155    125.29     58.84   3  0.00
  7427    35   155    128.01     57.81   7  0.00
  7428    36   155    130.53     56.72   7  0.00
  7429    37   155    132.86     55.58   7  0.00
  7430    38   155    135.00     54.41   7  0.00
  7431    39   155    136.97     53.19   5  0.00
  7432    40   155    138.78     51.95   5  0.00
  7433    41   155    140.43     50.69   5  0.00
  7434    42   155    141.94     49.39   0  0.00
  7435    43   155    143.32     48.08   0  0.00
  7436    44   155    144.57     46.76   0  0.00
  7437    45   155    145.70     45.41   0  0.00
  7438    46   155    146.72     44.04   0  0.00
  7439    47   155    147.64     42.66   0  0.00
  7440    48   155    148.46     41.26   0  0.00
  7441     1   156     29.62     41.84   0  0.00
  7442     2   156     30.42     43.29   0  0.00
  7443     3   156     31.32     44.73   0  0.00
  7444     4   156     32.32     46.15  12  0.00
  7445     5   156     33.42     47.56  12  0.00
  7446     6   156     34.64     48.94  12  0.00
  7447     7   156     35.99     50.32  12  0.00
  7448     8   156     37.48     51.67  12  0.00
  7449     9   156     39.11     53.00  12  0.00
  7450    10   156     40.90     54.31  12  0.00
  7451    11   156     42.86     55.58   5  0.00
  7452    12   156     45.00     56.83   5  0.00
  7453    13   156     47.34     58.03   5  0.00
  7454    14   156     49.89     59.19   5  0.00
  7455    15   156     52.66     60.29   1  0.00
  7456    16   156     55.67     61.33   1  0.00
  7457    17   156     58.91     62.29   1  0.00
  7458    18   156     62.40     63.17   1  0.00
  7459    19   156     66.14     63.94   1  0.00
  7460    20   156     70.10     64.62   7  0.00
  7461    21   156     74.28     65.17   7  0.00
  7462    22   156     78.63     65.60   7  0.00
  7463    23   156     83.12     65.89   7  0.00
  7464    24   156     87.70     66.03   7  0.00
  7465    25   156     92.30     66.03   7  0.00
  7466    26   156     96.88     65.89   7  0.00
  7467    27   156    101.37     65.60   7  0.00
  7468    28   156    105.72     65.17   7  0.00
  7469    29   156    109.90     64.62   7  0.00
  7470    30   156    113.86     63.94   7  0.00
  7471    31   156    117.60     63.17   3  0.00
  7472    32   156    121.09     62.29   3  0.00
  7473    33   156    124.33     61.33   3  0.00
  7474    34   156    127.34     60.29   3  0.00
  7475    35   156    130.11     59.19   3  0.00
  7476    36   156    132.66     58.03   3  0.00
  7477    37   156    135.00     56.83   3  0.00
  7478    38   156    137.14     55.58   0  0.00
  7479    39   156    139.10     54.31   0  0.00
  7480    40   156    140.89     53.00   7  0.00
  7481    41   156    142.52     51.67   8  0.00
  7482    42   156    144.01     50.32   0  0.00
  7483    43   156    145.36     48.94   0  0.00
  7484    44   156    146.58     47.56   0  0.00
  7485    45   156    147.68     46.15   0  0.00
  7486    46   156    148.68     44.73   0  0.00
  7487    47   156    149.58     43.29   0  0.00
  7488    48   156    150.38     41.84   0  0.00
  7489     1   157     27.61     42.39  12  0.00
  7490     2   157     28.39     43.90  12  0.00
  7491     3   157     29.26     45.39  12  0.00
  7492     4   157     30.22     46.86  12  0.00
  7493     5   157     31.29     48.32  12  0.00
  7494     6   157     32.48     49.77  12  0.00
  7495     7   157     33.79     51.20  12  0.00
  7496     8   157     35.24     52.61  12  0.00
  7497     9   157     36.84     54.01  12  0.00
  7498    10   157     38.60     55.38  12  0.00
  7499    11   157     40.53     56.72   5  0.00
  7500    12   157     42.66     58.03   5  0.00
  7501    13   157     45.00     59.30   5  0.00
  7502    14   157     47.57     60.53   5  0.00
  7503    15   157     50.38     61.70   1  0.00
  7504    16   157     53.45     62.81   1  0.00
  7505    17   157     56.80     63.84   1  0.00
  7506    18   157     60.44     64.79   7  0.00
  7507    19   157     64.36     65.63   7  0.00
  7508    20   157     68.55     66.36   7  0.00
  7509    21   157     73.01     66.96   7  0.00
  7510    22   157     77.69     67.43   7  0.00
  7511    23   157     82.54     67.74   7  0.00
  7512    24   157     87.50     67.90   7  0.00
  7513    25   157     92.50     67.90   7  0.00
  7514    26   157     97.46     67.74   7  0.00
  7515    27   157    102.31     67.43   7  0.00
  7516    28   157    106.99     66.96   7  0.00
  7517    29   157    111.45     66.36   7  0.00
  7518    30   157    115.64     65.63   8  0.00
  7519    31   157    119.57     64.79   3  0.00
  7520    32   157    123.20     63.84   7  0.00
  7521    33   157    126.55     62.81   3  0.00
  7522    34   157    129.62     61.70   3  0.00
  7523    35   157    132.43     60.53   3  0.00
  7524    36   157    135.00     59.30   3  0.00
  7525    37   157    137.34     58.03   7  0.00
  7526    38   157    139.47     56.72   0  0.00
  7527    39   157    141.40     55.38   0  0.00
  7528    40   157    143.16     54.01   0  0.00
  7529    41   157    144.76     52.61   0  0.00
  7530    42   157    146.21     51.20   0  0.00
  7531    43   157    147.52     49.77   0  0.00
  7532    44   157    148.71     48.32   0  0.00
  7533    45   157    149.78     46.86   0  0.00
  7534    46   157    150.74     45.39   0  0.00
  7535    47   157    151.61     43.90   0  0.00
  7536    48   157    152.39     42.39   0  0.00
  7537     1   158     25.53     42.92  12  0.00
  7538     2   158     26.27     44.47  12  0.00
  7539     3   158     27.10     46.01  12  0.00
  7540     4   158     28.02     47.54  12  0.00
  7541     5   158     29.05     49.05  12  0.00
  7542     6   158     30.19     50.55  12  0.00
  7543     7   158     31.45     52.04  12  0.00
  7544     8   158     32.85     53.51  12  0.00
  7545     9   158     34.40     54.97   5  0.00
  7546    10   158     36.12     56.40   5  0.00
  7547    11   158     38.01     57.81   5  0.00
  7548    12   158     40.11     59.19   5  0.00
  7549    13   158     42.43     60.53   1  0.00
  7550    14   158     45.00     61.83   1  0.00
  7551    15   158     47.84     63.07   1  0.00
  7552    16   158     50.96     64.26   1  0.00
  7553    17   158     54.41     65.36   1  0.00
  7554    18   158     58.18     66.38   7  0.00
  7555    19   158     62.29     67.29   7  0.00
  7556    20   158     66.75     68.09   7  0.00
  7557    21   158     71.52     68.75   7  0.00
  7558    22   158     76.57     69.26   7  0.00
  7559    23   158     81.85     69.61   7  0.00
  7560    24   158     87.27     69.79   7  0.00
  7561    25   158     92.73     69.79   7  0.00
  7562    26   158     98.15     69.61   7  0.00
  7563    27   158    103.43     69.26   7  0.00
  7564    28   158    108.48     68.75   7  0.00
  7565    29   158    113.25     68.09   7  0.00
  7566    30   158    117.71     67.29   7  0.00
  7567    31   158    121.82     66.38   7  0.00
  7568    32   158    125.59     65.36   7  0.00
  7569    33   158    129.04     64.26   7  0.00
  7570    34   158    132.16     63.07   3  0.00
  7571    35   158    135.00     61.83   3  0.00
  7572    36   158    137.57     60.53   7  0.00
  7573    37   158    139.89     59.19   7  0.00
  7574    38   158    141.99     57.81   0  0.00
  7575    39   158    143.88     56.40   0  0.00
  7576    40   158    145.60     54.97   0  0.00
  7577    41   158    147.15     53.51   0  0.00
  7578    42   158    148.55     52.04   0  0.00
  7579    43   158    149.81     50.55   0  0.00
  7580    44   158    150.95     49.05   0  0.00
  7581    45   158    151.98     47.54   0  0.00
  7582    46   158    152.90     46.01   0  0.00
  7583    47   158    153.73     44.47   0  0.00
  7584    48   158    154.47     42.92   0  0.00
  7585     1   159     23.36     43.42  12  0.00
  7586     2   159     24.06     45.02  12  0.00
  7587     3   159     24.85     46.60  12  0.00
  7588     4   159     25.72     48.17  12  0.00
  7589     5   159     26.69     49.74  12  0.00
  7590     6   159     27.78     51.29  12  0.00
  7591     7   159     28.98     52.83  12  0.00
  7592     8   159     30.32     54.36  12  0.00
  7593     9   159     31.80     55.88   5  0.00
  7594    10   159     33.45     57.37   5  0.00
  7595    11   159     35.29     58.84   1  0.00
  7596    12   159     37.34     60.29   1  0.00
  7597    13   159     39.62     61.70   1  0.00
  7598    14   159     42.16     63.07   1  0.00
  7599    15   159     45.00     64.40   1  0.00
  7600    16   159     48.16     65.66   1  0.00
  7601    17   159     51.68     66.84   7  0.00
  7602    18   159     55.58     67.94   7  0.00
  7603    19   159     59.89     68.93   7  0.00
  7604    20   159     64.61     69.80   0  0.00
  7605    21   159     69.74     70.53   7  0.00
  7606    22   159     75.23     71.09   7  0.00
  7607    23   159     81.01     71.48   7  0.00
  7608    24   159     86.98     71.68   7  0.00
  7609    25   159     93.02     71.68   7  0.00
  7610    26   159     98.99     71.48   7  0.00
  7611    27   159    104.77     71.09   7  0.00
  7612    28   159    110.26     70.53   7  0.00
  7613    29   159    115.39     69.80   7  0.00
  7614    30   159    120.11     68.93   7  0.00
  7615    31   159    124.42     67.94   7  0.00
  7616    32   159    128.32     66.84   7  0.00
  7617    33   159    131.84     65.66   7  0.00
  7618    34   159    135.00     64.40   7  0.00
  7619    35   159    137.84     63.07   7  0.00
  7620    36   159    140.38     61.70   7  0.00
  7621    37   159    142.66     60.29   7  0.00
  7622    38   159    144.71     58.84   0  0.00
  7623    39   159    146.55     57.37   0  0.00
  7624    40   159    148.20     55.88   0  0.00
  7625    41   159    149.68     54.36   0  0.00
  7626    42   159    151.02     52.83   0  0.00
  7627    43   159    152.22     51.29   0  0.00
  7628    44   159    153.31     49.74   0  0.00
  7629    45   159    154.28     48.17   0  0.00
  7630    46   159    155.15     46.60   0  0.00
  7631    47   159    155.94     45.02   0  0.00
  7632    48   159    156.64     43.42   0  0.00
  7633     1   160     21.12     43.89  12  0.00
  7634     2   160     21.78     45.52  12  0.00
  7635     3   160     22.51     47.15  12  0.00
  7636     4   160     23.32     48.76   5  0.00
  7637     5   160     24.23     50.37  12  0.00
  7638     6   160     25.24     51.98  12  0.00
  7639     7   160     26.37     53.57  12  0.00
  7640     8   160     27.63     55.15   5  0.00
  7641     9   160     29.04     56.72   5  0.00
  7642    10   160     30.61     58.28   5  0.00
  7643    11   160     32.37     59.81   1  0.00
  7644    12   160     34.33     61.33   1  0.00
  7645    13   160     36.55     62.81   1  0.00
  7646    14   160     39.04     64.26   1  0.00
  7647    15   160     41.84     65.66   1  0.00
  7648    16   160     45.00     67.00   7  0.00
  7649    17   160     48.56     68.27   0  0.00
  7650    18   160     52.57     69.46   0  0.00
  7651    19   160     57.07     70.54   0  0.00
  7652    20   160     62.08     71.49   0  0.00
  7653    21   160     67.60     72.29   0  0.00
  7654    22   160     73.59     72.92   0  0.00
  7655    23   160     79.98     73.35   0  0.00
  7656    24   160     86.63     73.57   7  0.00
  7657    25   160     93.37     73.57   7  0.00
  7658    26   160    100.02     73.35   7  0.00
  7659    27   160    106.41     72.92   7  0.00
  7660    28   160    112.40     72.29   7  0.00
  7661    29   160    117.92     71.49   7  0.00
  7662    30   160    122.93     70.54   7  0.00
  7663    31   160    127.43     69.46   7  0.00
  7664    32   160    131.44     68.27   7  0.00
  7665    33   160    135.00     67.00   7  0.00
  7666    34   160    138.16     65.66   7  0.00
