IGBP iq    i     j    rlong      rlat  iveg frac-c4
  7667    35   160    140.96     64.26   7  0.00
  7668    36   160    143.45     62.81   7  0.00
  7669    37   160    145.66     61.33   7  0.00
  7670    38   160    147.63     59.81   7  0.00
  7671    39   160    149.39     58.28   0  0.00
  7672    40   160    150.96     56.72   0  0.00
  7673    41   160    152.37     55.15   0  0.00
  7674    42   160    153.63     53.57   0  0.00
  7675    43   160    154.76     51.98   0  0.00
  7676    44   160    155.77     50.37   0  0.00
  7677    45   160    156.68     48.76   0  0.00
  7678    46   160    157.49     47.15   0  0.00
  7679    47   160    158.22     45.52   0  0.00
  7680    48   160    158.88     43.89   0  0.00
  7681     1   161     18.82     44.31  12  0.00
  7682     2   161     19.41     45.98  12  0.00
  7683     3   161     20.08     47.65  12  0.00
  7684     4   161     20.83     49.31  12  0.00
  7685     5   161     21.66     50.96  12  0.00
  7686     6   161     22.59     52.61  12  0.00
  7687     7   161     23.63     54.25  12  0.00
  7688     8   161     24.80     55.88   5  0.00
  7689     9   161     26.10     57.50   5  0.00
  7690    10   161     27.57     59.11   5  0.00
  7691    11   161     29.23     60.71   1  0.00
  7692    12   161     31.09     62.29   1  0.00
  7693    13   161     33.20     63.84   1  0.00
  7694    14   161     35.59     65.36   0  0.00
  7695    15   161     38.32     66.84   7  0.00
  7696    16   161     41.44     68.27   0  0.00
  7697    17   161     45.00     69.64   0  0.00
  7698    18   161     49.08     70.92   0  0.00
  7699    19   161     53.73     72.09   7  0.00
  7700    20   161     59.02     73.14   0  0.00
  7701    21   161     64.97     74.03   0  0.00
  7702    22   161     71.55     74.74   0  0.00
  7703    23   161     78.68     75.23   0  0.00
  7704    24   161     86.18     75.48   0  0.00
  7705    25   161     93.82     75.48   7  0.00
  7706    26   161    101.32     75.23   7  0.00
  7707    27   161    108.45     74.74   7  0.00
  7708    28   161    115.03     74.03   0  0.00
  7709    29   161    120.98     73.14   7  0.00
  7710    30   161    126.27     72.09   7  0.00
  7711    31   161    130.92     70.92   7  0.00
  7712    32   161    135.00     69.64   7  0.00
  7713    33   161    138.56     68.27   7  0.00
  7714    34   161    141.68     66.84   7  0.00
  7715    35   161    144.41     65.36   7  0.00
  7716    36   161    146.80     63.84   7  0.00
  7717    37   161    148.91     62.29   7  0.00
  7718    38   161    150.77     60.71   7  0.00
  7719    39   161    152.43     59.11   0  0.00
  7720    40   161    153.90     57.50   0  0.00
  7721    41   161    155.20     55.88   0  0.00
  7722    42   161    156.37     54.25   7  0.00
  7723    43   161    157.41     52.61   7  0.00
  7724    44   161    158.34     50.96   0  0.00
  7725    45   161    159.17     49.31   0  0.00
  7726    46   161    159.92     47.65   0  0.00
  7727    47   161    160.59     45.98   0  0.00
  7728    48   161    161.18     44.31   0  0.00
  7729     1   162     16.44     44.69   4  0.00
  7730     2   162     16.98     46.40  12  0.00
  7731     3   162     17.58     48.10  12  0.00
  7732     4   162     18.25     49.79  12  0.00
  7733     5   162     18.99     51.48  12  0.00
  7734     6   162     19.83     53.17  12  0.00
  7735     7   162     20.77     54.85  12  0.00
  7736     8   162     21.83     56.53   5  0.00
  7737     9   162     23.01     58.21   0  0.00
  7738    10   162     24.35     59.87   1  0.00
  7739    11   162     25.87     61.53   1  0.00
  7740    12   162     27.60     63.17   1  0.00
  7741    13   162     29.57     64.79   1  0.00
  7742    14   162     31.82     66.38   1  0.00
  7743    15   162     34.42     67.94   7  0.00
  7744    16   162     37.43     69.46   0  0.00
  7745    17   162     40.92     70.92   0  0.00
  7746    18   162     45.00     72.30   0  0.00
  7747    19   162     49.76     73.58   0  0.00
  7748    20   162     55.30     74.74   0  0.00
  7749    21   162     61.69     75.74   0  0.00
  7750    22   162     68.96     76.54   0  0.00
  7751    23   162     77.00     77.10   0  0.00
  7752    24   162     85.60     77.39   0  0.00
  7753    25   162     94.40     77.39   0  0.00
  7754    26   162    103.00     77.10   0  0.00
  7755    27   162    111.04     76.54   0  0.00
  7756    28   162    118.31     75.74   0  0.00
  7757    29   162    124.70     74.74   0  0.00
  7758    30   162    130.24     73.58   0  0.00
  7759    31   162    135.00     72.30   0  0.00
  7760    32   162    139.08     70.92   7  0.00
  7761    33   162    142.57     69.46   7  0.00
  7762    34   162    145.58     67.94   7  0.00
  7763    35   162    148.18     66.38   7  0.00
  7764    36   162    150.43     64.79   7  0.00
  7765    37   162    152.40     63.17   7  0.00
  7766    38   162    154.13     61.53   7  0.00
  7767    39   162    155.65     59.87   0  0.00
  7768    40   162    156.99     58.21   0  0.00
  7769    41   162    158.17     56.53   7  0.00
  7770    42   162    159.23     54.85   7  0.00
  7771    43   162    160.17     53.17   0  0.00
  7772    44   162    161.01     51.48   0  0.00
  7773    45   162    161.76     49.79   0  0.00
  7774    46   162    162.42     48.10   0  0.00
  7775    47   162    163.02     46.40   0  0.00
  7776    48   162    163.56     44.69   0  0.00
  7777     1   163     14.02     45.03   0  0.00
  7778     2   163     14.48     46.76   5  0.00
  7779     3   163     15.00     48.49   5  0.00
  7780     4   163     15.58     50.22  12  0.00
  7781     5   163     16.24     51.94  12  0.00
  7782     6   163     16.97     53.67  12  0.00
  7783     7   163     17.80     55.39   0  0.00
  7784     8   163     18.72     57.11   0  0.00
  7785     9   163     19.77     58.83   0  0.00
  7786    10   163     20.96     60.54   0  0.00
  7787    11   163     22.32     62.25   1  0.00
  7788    12   163     23.86     63.94   1  0.00
  7789    13   163     25.65     65.63   1  0.00
  7790    14   163     27.71     67.29   1  0.00
  7791    15   163     30.11     68.93   7  0.00
  7792    16   163     32.93     70.54   0  0.00
  7793    17   163     36.27     72.09   0  0.00
  7794    18   163     40.24     73.58   0  0.00
  7795    19   163     45.00     74.99   0  0.00
  7796    20   163     50.71     76.27   0  0.00
  7797    21   163     57.52     77.39   0  0.00
  7798    22   163     65.55     78.31   0  0.00
  7799    23   163     74.74     78.96   0  0.00
  7800    24   163     84.80     79.31   0  0.00
  7801    25   163     95.20     79.31   0  0.00
  7802    26   163    105.26     78.96   0  0.00
  7803    27   163    114.45     78.31   0  0.00
  7804    28   163    122.48     77.39   0  0.00
  7805    29   163    129.29     76.27   0  0.00
  7806    30   163    135.00     74.99   0  0.00
  7807    31   163    139.76     73.58   0  0.00
  7808    32   163    143.73     72.09   7  0.00
  7809    33   163    147.07     70.54   7  0.00
  7810    34   163    149.89     68.93   7  0.00
  7811    35   163    152.29     67.29   7  0.00
  7812    36   163    154.35     65.63   7  0.00
  7813    37   163    156.14     63.94   7  0.00
  7814    38   163    157.68     62.25   7  0.00
  7815    39   163    159.04     60.54   0  0.00
  7816    40   163    160.23     58.83   7  0.00
  7817    41   163    161.28     57.11   7  0.00
  7818    42   163    162.21     55.39   0  0.00
  7819    43   163    163.03     53.67   0  0.00
  7820    44   163    163.76     51.94   0  0.00
  7821    45   163    164.42     50.22   0  0.00
  7822    46   163    165.00     48.49   0  0.00
  7823    47   163    165.52     46.76   0  0.00
  7824    48   163    165.98     45.03   0  0.00
  7825     1   164     11.54     45.31  12  0.00
  7826     2   164     11.93     47.07   1  0.00
  7827     3   164     12.36     48.83   5  0.00
  7828     4   164     12.85     50.58  12  0.00
  7829     5   164     13.40     52.33  12  0.00
  7830     6   164     14.02     54.09  12  0.00
  7831     7   164     14.71     55.85   0  0.00
  7832     8   164     15.50     57.60   1  0.00
  7833     9   164     16.39     59.36   1  0.00
  7834    10   164     17.41     61.11   1  0.00
  7835    11   164     18.57     62.87   0  0.00
  7836    12   164     19.90     64.62   1  0.00
  7837    13   164     21.45     66.36   1  0.00
  7838    14   164     23.25     68.09   7  0.00
  7839    15   164     25.39     69.80   7  0.00
  7840    16   164     27.92     71.49   0  0.00
  7841    17   164     30.98     73.14   0  0.00
  7842    18   164     34.70     74.74   0  0.00
  7843    19   164     39.29     76.27   0  0.00
  7844    20   164     45.00     77.69   0  0.00
  7845    21   164     52.12     78.96   0  0.00
  7846    22   164     60.94     80.03   0  0.00
  7847    23   164     71.56     80.81   0  0.00
  7848    24   164     83.66     81.22   0  0.00
  7849    25   164     96.34     81.22   0  0.00
  7850    26   164    108.44     80.81   0  0.00
  7851    27   164    119.06     80.03   0  0.00
  7852    28   164    127.88     78.96   0  0.00
  7853    29   164    135.00     77.69   0  0.00
  7854    30   164    140.71     76.27   0  0.00
  7855    31   164    145.30     74.74   0  0.00
  7856    32   164    149.02     73.14   0  0.00
  7857    33   164    152.08     71.49   0  0.00
  7858    34   164    154.61     69.80   7  0.00
  7859    35   164    156.74     68.09   7  0.00
  7860    36   164    158.55     66.36   7  0.00
  7861    37   164    160.10     64.62   7  0.00
  7862    38   164    161.43     62.87   7  0.00
  7863    39   164    162.60     61.11   7  0.00
  7864    40   164    163.61     59.36   0  0.00
  7865    41   164    164.50     57.60   0  0.00
  7866    42   164    165.29     55.85   0  0.00
  7867    43   164    165.98     54.09   0  0.00
  7868    44   164    166.60     52.33   0  0.00
  7869    45   164    167.15     50.58   0  0.00
  7870    46   164    167.64     48.83   0  0.00
  7871    47   164    168.07     47.07   0  0.00
  7872    48   164    168.46     45.31   0  0.00
  7873     1   165      9.02     45.54  12  0.00
  7874     2   165      9.33     47.32   5  0.00
  7875     3   165      9.67     49.10  12  0.00
  7876     4   165     10.06     50.87  12  0.00
  7877     5   165     10.50     52.65  12  0.00
  7878     6   165     10.99     54.43  12  0.00
  7879     7   165     11.54     56.22   0  0.00
  7880     8   165     12.17     58.00   1  0.00
  7881     9   165     12.89     59.79   1  0.00
  7882    10   165     13.70     61.58   1  0.00
  7883    11   165     14.64     63.38   1  0.00
  7884    12   165     15.73     65.17   7  0.00
  7885    13   165     16.99     66.96   7  0.00
  7886    14   165     18.48     68.75   7  0.00
  7887    15   165     20.26     70.53   0  0.00
  7888    16   165     22.40     72.29   0  0.00
  7889    17   165     25.03     74.03   0  0.00
  7890    18   165     28.31     75.74   0  0.00
  7891    19   165     32.48     77.39   0  0.00
  7892    20   165     37.88     78.96   0  0.00
  7893    21   165     45.00     80.41   0  0.00
  7894    22   165     54.46     81.66   0  0.00
  7895    23   165     66.80     82.62   0  0.00
  7896    24   165     81.87     83.14   0  0.00
  7897    25   165     98.13     83.14   0  0.00
  7898    26   165    113.20     82.62   0  0.00
  7899    27   165    125.54     81.66   0  0.00
  7900    28   165    135.00     80.41   0  0.00
  7901    29   165    142.12     78.96   0  0.00
  7902    30   165    147.52     77.39   0  0.00
  7903    31   165    151.69     75.74   0  0.00
  7904    32   165    154.97     74.03   0  0.00
  7905    33   165    157.60     72.29   0  0.00
  7906    34   165    159.74     70.53   0  0.00
  7907    35   165    161.52     68.75   7  0.00
  7908    36   165    163.01     66.96   7  0.00
  7909    37   165    164.27     65.17   7  0.00
  7910    38   165    165.36     63.38   7  0.00
  7911    39   165    166.30     61.58   7  0.00
  7912    40   165    167.11     59.79   0  0.00
  7913    41   165    167.83     58.00   0  0.00
  7914    42   165    168.46     56.22   0  0.00
  7915    43   165    169.01     54.43   0  0.00
  7916    44   165    169.50     52.65   0  0.00
  7917    45   165    169.94     50.87   0  0.00
  7918    46   165    170.33     49.10   0  0.00
  7919    47   165    170.67     47.32   0  0.00
  7920    48   165    170.98     45.54   0  0.00
  7921     1   166      6.47     45.72   5  0.00
  7922     2   166      6.69     47.51   5  0.00
  7923     3   166      6.94     49.30  12  0.00
  7924     4   166      7.22     51.10  12  0.00
  7925     5   166      7.54     52.89  12  0.00
  7926     6   166      7.90     54.69   0  0.00
  7927     7   166      8.30     56.50   0  0.00
  7928     8   166      8.76     58.31   0  0.00
  7929     9   166      9.28     60.12   1  0.00
  7930    10   166      9.88     61.94   7  0.00
  7931    11   166     10.57     63.77   7  0.00
  7932    12   166     11.37     65.60   0  0.00
  7933    13   166     12.31     67.43   0  0.00
  7934    14   166     13.43     69.26   0  0.00
  7935    15   166     14.77     71.09   0  0.00
  7936    16   166     16.41     72.92   0  0.00
  7937    17   166     18.45     74.74   0  0.00
  7938    18   166     21.05     76.54   0  0.00
  7939    19   166     24.45     78.31   0  0.00
  7940    20   166     29.06     80.03   0  0.00
  7941    21   166     35.54     81.66   0  0.00
  7942    22   166     45.00     83.14   0  0.00
  7943    23   166     59.04     84.34   0  0.00
  7944    24   166     78.69     85.05   0  0.00
  7945    25   166    101.31     85.05   0  0.00
  7946    26   166    120.96     84.34   0  0.00
  7947    27   166    135.00     83.14   0  0.00
  7948    28   166    144.46     81.66   0  0.00
  7949    29   166    150.94     80.03   0  0.00
  7950    30   166    155.55     78.31   0  0.00
